City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,khanpur,28.6453,70.6567,27.3,18,55,2.55,PK,1712253567
364,remire-montjoly,4.9167,-52.2667,31.02,74,75,6.17,GF,1712253567
365,aioun,16.6614,-9.6149,42.07,8,58,2.2,MR,1712253567
366,ta`u,-14.2336,-169.5144,28.36,81,83,5.37,AS,1712253567
367,lashkar gah,31.5938,64.3716,20.61,16,89,2.17,AF,1712253568
368,terenozek,45.05,64.9833,13.47,49,99,3.91,KZ,1712253568
369,tralee,52.2704,-9.7026,10.08,97,100,4.53,IE,1712253568
370,boves,44.332,7.5514,15.11,80,92,0.52,IT,1712253568
371,itambe,-15.245,-40.6244,27.02,83,98,1.55,BR,1712253338
372,howard springs,-12.497,131.047,26.95,94,100,2.2,AU,1712253568
373,omutinskiy,56.4745,67.6709,6.65,94,36,4.42,RU,1712253568
374,zahedan,29.4963,60.8629,17.95,20,20,2.06,IR,1712253568
375,stornoway,58.2093,-6.3865,5.98,70,75,6.69,GB,1712253568
376,guatire,10.4762,-66.5427,35.94,36,28,2.41,VE,1712253569
377,santana,-0.0583,-51.1817,27.1,94,75,2.57,BR,1712253546
378,el granada,37.5027,-122.4694,9.65,84,75,4.63,US,1712253569
379,vanino,49.0869,140.2543,0.51,98,90,1.09,RU,1712253569
380,concepcion,-36.827,-73.0498,18.89,55,0,5.66,CL,1712253569
381,midelt,32.6852,-4.7451,23.49,19,41,4.73,MA,1712253569
382,badger,64.8,-147.5333,-1.27,73,75,2.57,US,1712253569
383,tianpeng,30.9866,103.9393,15.26,93,100,1.53,CN,1712253570
384,florida ridge,27.5803,-80.3867,27.78,44,0,5.66,US,1712253570
385,timimoun,29.2639,0.231,31.21,9,0,7.2,DZ,1712253570
386,carrboro,35.9101,-79.0753,14.2,46,70,1.34,US,1712253570
387,santa elena de uairen,4.6167,-61.1333,29.29,40,56,4.29,VE,1712253570
388,pasuquin,18.3328,120.6177,26.73,80,14,2.36,PH,1712253570
389,portland,45.5234,-122.6762,8.33,80,100,2.57,US,1712253290
390,sarmasu,46.75,24.1667,11.78,89,98,1.46,RO,1712253570
391,urangan,-25.3,152.9,23.44,92,3,1.79,AU,1712253570
392,ar rass,25.8694,43.4973,25.3,15,0,3.82,SA,1712253449
393,konarka,19.9,86.1167,28.22,82,12,8.64,IN,1712253571
394,motygino,58.1831,94.7592,0.44,100,100,1.34,RU,1712253571
395,forster,-32.1667,152.5167,17.94,100,100,3.14,AU,1712253571
396,dyatlovo,53.4631,25.4068,7.06,64,70,3.23,BY,1712253571
397,dushanbe,38.5577,68.7797,12.9,58,20,1.0,TJ,1712253571
398,ketchikan,55.3422,-131.6461,6.3,75,40,2.57,US,1712253571
399,kailua-kona,19.6406,-155.9956,24.72,85,40,2.06,US,1712253441
400,lepsy,46.235,78.9456,7.96,45,3,4.57,KZ,1712253571
401,metkovic,43.0542,17.6483,17.26,77,4,0.63,HR,1712253571
402,green river,41.5286,-109.4662,16.66,29,35,4.47,US,1712253571
403,farsala,39.2947,22.3847,15.93,60,1,2.82,GR,1712253572
404,tyukhtet,56.5389,89.3011,3.82,97,100,5.47,RU,1712253572
405,trujillo,-8.116,-79.03,22.98,78,79,5.66,PE,1712253529
406,sansanne-mango,10.3592,0.4708,39.46,19,41,2.09,TG,1712253572
407,jinhua,29.1078,119.6547,9.84,89,100,1.17,CN,1712253572
408,xiva,41.3783,60.3639,13.99,17,48,3.7,UZ,1712253572
409,hastings,50.8552,0.5729,13.88,89,94,8.96,GB,1712253572
410,ustka,54.5805,16.8619,8.69,88,99,3.51,PL,1712253572
411,onguday,50.75,86.15,-0.4,87,49,1.28,RU,1712253572
412,pangody,65.85,74.4859,-12.51,95,98,5.91,RU,1712253572
413,inderbor,48.55,51.7833,14.64,42,99,7.11,KZ,1712253573
414,santa marta,11.2408,-74.199,32.16,70,20,3.09,CO,1712253309
415,buedu,8.2803,-10.3719,29.64,61,61,1.89,SL,1712253573
416,strezhevoy,60.7333,77.5889,0.76,99,100,2.96,RU,1712253573
417,sibay,52.7181,58.6658,5.68,90,78,2.68,RU,1712253573
418,bodo,67.28,14.405,-2.98,50,0,6.17,NO,1712253573
419,alto araguaia,-17.3147,-53.2153,28.72,64,31,1.41,BR,1712253573
420,bathurst,-33.4166,149.5806,13.87,99,100,6.15,AU,1712253573
421,kasempa,-13.4584,25.8338,22.91,61,87,2.32,ZM,1712253573
422,al bawiti,28.3492,28.8659,25.31,15,0,4.93,EG,1712253573
423,viedma,-40.8135,-62.9967,23.44,23,2,8.87,AR,1712253573
424,mburucuya,-28.0454,-58.2245,29.53,65,57,4.41,AR,1712253574
425,yangambi,0.8102,24.4336,25.14,75,55,1.41,CD,1712253556
426,val-de-reuil,49.2738,1.2102,15.95,82,100,6.17,FR,1712253574
427,phalia,32.4297,73.5775,22.85,30,100,3.17,PK,1712253574
428,parapat,2.663,98.9349,21.04,91,100,0.31,ID,1712253574
429,montepuez,-13.1256,38.9997,22.25,95,90,1.82,MZ,1712253574
430,tegueste,28.5167,-16.3167,20.64,49,0,5.66,ES,1712253574
431,zest'aponi,42.11,43.0525,11.06,68,54,1.9,GE,1712253574
432,puerto aysen,-45.4,-72.7,10.22,97,100,2.36,CL,1712253574
433,poshekhon'ye,58.4993,39.1353,-0.44,71,100,3.66,RU,1712253575
434,sudlohn,51.9333,6.8667,13.63,76,58,1.34,DE,1712253575
435,kindu,-2.95,25.95,23.51,92,92,3.37,CD,1712253575
436,devils lake,48.1128,-98.8651,9.06,32,0,2.24,US,1712253504
437,new plymouth,-39.0667,174.0833,13.78,83,19,3.48,NZ,1712253536
438,dame-marie,18.5667,-74.4167,30.43,55,0,1.03,HT,1712253575
439,thinadhoo,0.5333,72.9333,28.03,76,100,4.14,MV,1712253575
440,greymouth,-42.4667,171.2,11.23,86,100,2.19,NZ,1712253575
441,bairnsdale,-37.8333,147.6167,14.47,87,99,1.2,AU,1712253575
442,pathum thani,14.0833,100.6,29.99,80,20,3.09,TH,1712253575
443,karkira,36.9292,6.5856,14.23,75,10,1.45,DZ,1712253575
444,tindouf,27.6711,-8.1474,34.25,9,9,7.2,DZ,1712253576
445,yenagoa,4.9247,6.2642,28.08,76,100,3.77,NG,1712253576
446,bulgan,48.8125,103.5347,3.15,56,31,1.9,MN,1712253576
447,karratha,-20.7377,116.8463,28.19,55,42,3.63,AU,1712253576
448,st. john's,47.5649,-52.7093,5.08,96,100,8.49,CA,1712253458
449,kolonia town,6.964,158.206,25.0,94,75,2.06,FM,1712253576
450,jilemnice,50.6089,15.5065,12.37,90,100,5.11,CZ,1712253576
451,piton saint-leu,-21.2196,55.3151,23.06,88,0,1.54,RE,1712253576
452,fale old settlement,-9.3852,-171.2468,29.1,76,12,4.99,TK,1712253576
453,quellon,-43.1167,-73.6167,14.28,71,85,0.77,CL,1712253577
454,banlung,13.7468,107.0045,27.08,52,16,1.8,KH,1712253577
455,huaicheng,23.9051,112.1931,21.08,92,100,1.31,CN,1712253577
456,rufino,-34.2683,-62.7126,24.91,29,3,4.28,AR,1712253513
457,murzuq,25.9155,13.9184,26.72,7,41,5.22,LY,1712253577
458,cockburn town,21.4612,-71.1419,25.77,79,5,5.73,TC,1712253525
459,urumqi,43.801,87.6005,4.53,81,0,2.0,CN,1712253577
460,gottingen,51.5333,9.9333,12.76,85,100,6.56,DE,1712253577
461,jiazi,22.8779,116.067,23.89,90,92,1.83,CN,1712253577
462,rio grande,-32.035,-52.0986,24.06,94,100,1.33,BR,1712253577
463,mocimboa,-11.3167,40.35,25.93,91,44,2.68,MZ,1712253578
464,mabaruma,8.2,-59.7833,31.4,57,59,3.44,GY,1712253578
465,port-gentil,-0.7193,8.7815,28.3,79,100,5.52,GA,1712253578
466,tchintabaraden,15.8969,5.7985,35.25,8,0,4.67,NE,1712253578
467,parung,-6.4214,106.7331,27.54,83,100,2.06,ID,1712253578
468,kirando,-7.4167,30.6,23.45,83,35,1.73,TZ,1712253578
469,le puy-en-velay,45.0437,3.8852,12.19,85,98,3.28,FR,1712253578
470,katsuren-haebaru,26.3369,127.8719,25.43,94,0,2.06,JP,1712253578
471,hithadhoo,-0.6,73.0833,27.09,82,99,4.43,MV,1712253578
472,kudahuvadhoo,2.6708,72.8944,28.26,73,95,2.14,MV,1712253578
473,franklin,39.9667,-83.0166,8.76,73,75,7.2,US,1712253346
474,montmagny,48.9734,2.3469,17.38,64,100,8.75,FR,1712253579
475,westport,41.1415,-73.3579,7.94,70,99,4.47,US,1712253579
476,kill devil hills,36.0307,-75.676,16.0,53,100,4.63,US,1712253579
477,tuy hoa,13.0833,109.3,23.3,96,29,1.34,VN,1712253579
478,noumea,-22.2763,166.4572,26.67,99,56,3.85,NC,1712253310
479,yarmouth,41.7057,-70.2286,8.12,96,100,6.17,US,1712253579
480,zhangye,38.9342,100.4517,10.7,33,98,2.3,CN,1712253579
481,kayangel,8.0823,134.7173,28.01,77,100,8.69,PW,1712253579
482,noosa heads,-26.3833,153.15,21.85,83,23,1.88,AU,1712253579
483,partenit,44.578,34.3446,10.91,68,100,0.78,UA,1712253579
484,east ballina,-28.8667,153.5833,19.33,87,81,0.77,AU,1712253579
485,sechura,-5.5569,-80.8222,28.06,58,70,3.8,PE,1712253579
486,kruisfontein,-34.0033,24.7314,19.94,72,56,9.45,ZA,1712253579
487,pingzhuang,42.0372,119.2889,4.79,52,76,1.77,CN,1712253580
488,dimitrovgrad,54.2139,49.6184,8.48,78,100,1.97,RU,1712253580
489,newman,37.3138,-121.0208,13.19,71,66,6.26,US,1712253346
490,calama,-22.4667,-68.9333,24.27,19,0,8.23,CL,1712253580
491,zilupe,56.3862,28.1217,0.73,80,97,2.19,LV,1712253580
492,cape may court house,39.0826,-74.8238,14.44,71,20,5.66,US,1712253580
493,dali,25.7,100.1833,12.79,62,3,2.38,CN,1712253580
494,nekrasovskoye,57.6766,40.3657,1.11,69,100,5.0,RU,1712253580
495,newnham,-41.3833,147.1333,8.7,93,40,2.57,AU,1712253580
496,miyazaki,31.9111,131.4239,17.97,72,100,3.6,JP,1712253493
497,urengoy,65.9667,78.3667,-17.73,96,98,3.27,RU,1712253580
498,mweka,-4.85,21.5667,24.35,78,95,0.37,CD,1712253580
499,namibe,-15.1961,12.1522,24.06,65,3,6.49,AO,1712253581
500,nema,57.5067,50.5011,5.37,92,94,3.39,RU,1712253581
501,malango,-2.9627,119.9001,20.41,97,100,0.77,ID,1712253581
502,hell-ville,-13.4,48.2667,28.85,75,50,0.8,MG,1712253581
503,palmer,42.1584,-72.3287,3.92,83,100,2.68,US,1712253300
504,raybag,16.4833,74.7833,29.07,33,59,4.95,IN,1712253581
505,kittila,67.6647,24.8936,-6.92,42,0,1.54,FI,1712253581
506,conception bay south,47.4999,-52.9981,4.95,97,100,4.12,CA,1712253581
507,coquimbo,-29.9533,-71.3436,16.85,88,75,5.14,CL,1712253437
508,sittwe,20.15,92.9,26.19,90,8,2.55,MM,1712253581
509,kangal,39.2335,37.3911,14.74,37,97,2.49,TR,1712253581
510,ishinomaki,38.4167,141.3,5.59,73,56,6.43,JP,1712253582
511,kayyerkan,69.3786,87.7439,-29.84,99,63,1.02,RU,1712253582
512,extrema,-22.8547,-46.3183,28.87,46,0,2.25,BR,1712253303
513,porto recanati,43.4365,13.6613,16.68,68,68,4.77,IT,1712253582
514,swakopmund,-22.6833,14.5333,19.47,81,31,4.55,NA,1712253582
515,patnanungan,14.7833,122.1833,26.63,83,31,5.98,PH,1712253582
516,bodaybo,57.8506,114.1933,-1.37,92,100,5.51,RU,1712253582
517,coruripe,-10.1256,-36.1756,29.56,70,67,4.72,BR,1712253582
518,pemangkat,1.1667,108.9667,26.57,87,100,2.31,ID,1712253582
519,tofol,5.3248,163.0078,27.69,79,69,8.16,FM,1712253582
520,birao,10.2849,22.7882,31.7,40,91,3.09,CF,1712253582
521,adrasmon,40.6472,69.9856,8.55,59,99,0.79,TJ,1712253582
522,meleuz,52.9667,55.9167,1.93,97,100,1.98,RU,1712253583
523,bikenibeu village,1.3673,173.1241,26.98,89,40,4.12,KI,1712253583
524,zunyi,27.6867,106.9072,12.6,90,100,2.46,CN,1712253583
525,bima,-8.4667,118.7167,24.29,95,100,0.94,ID,1712253583
526,borogontsy,62.6683,131.1683,-9.28,96,86,2.47,RU,1712253583
527,marrakesh,31.6315,-8.0083,32.04,25,0,4.63,MA,1712253303
528,morant bay,17.8815,-76.4093,30.79,66,31,4.23,JM,1712253583
529,corn island,12.1694,-83.0418,28.0,67,1,3.42,NI,1712253583
530,ragay,13.8183,122.7923,25.02,93,61,2.92,PH,1712253583
531,arno,60.1167,18.6333,-1.23,61,100,6.33,SE,1712253583
532,canguaretama,-6.38,-35.1289,28.8,72,96,3.75,BR,1712253491
533,ambatolampy,-19.3833,47.4167,14.74,98,61,1.73,MG,1712253583
534,salinopolis,-0.6136,-47.3561,29.32,72,79,5.04,BR,1712253584
535,retreat,38.8245,-85.8533,6.85,71,100,4.92,US,1712253584
536,faya-largeau,17.9257,19.1043,32.87,8,100,5.14,TD,1712253584
537,hammerfest,70.6634,23.6821,-3.75,74,40,4.12,NO,1712253505
538,ad dilam,23.9915,47.1627,27.23,18,0,2.23,SA,1712253584
539,tosontsengel,48.7567,98.2839,-7.22,98,64,1.78,MN,1712253584
540,west end,26.6833,-78.9667,23.99,61,100,6.68,BS,1712253584
541,mao,39.8885,4.2658,17.31,82,0,4.63,ES,1712253584
542,mohr,54.3528,9.7167,11.08,89,100,8.75,DE,1712253584
543,khark,29.2614,50.3306,22.91,68,0,4.02,IR,1712253584
544,kinkala,-4.3614,14.7644,23.79,91,97,1.15,CG,1712253584
545,kangding,30.0513,101.9603,5.49,98,100,0.8,CN,1712253585
546,shambu,9.5667,37.1,17.27,45,82,0.82,ET,1712253585
547,cromer,52.9312,1.2989,11.15,89,91,2.18,GB,1712253585
548,bodden town,19.2833,-81.25,31.0,62,20,5.66,KY,1712253585
549,guaruja,-23.9931,-46.2564,28.92,70,0,3.6,BR,1712253563
550,kodinsk,58.6881,99.1844,-9.2,98,98,1.24,RU,1712253585
551,taunsa,30.7048,70.6505,26.37,24,28,3.08,PK,1712253585
552,geraldton,-28.7667,114.6,21.23,21,48,5.66,AU,1712253488
553,darwin,-12.4611,130.8418,26.99,81,40,2.06,AU,1712253325
554,povarovo,56.0667,37.05,2.12,81,100,2.92,RU,1712253585
555,thunder bay,48.4001,-89.3168,6.99,42,75,6.69,CA,1712253396
556,melfi,40.9965,15.6514,13.39,83,9,1.89,IT,1712253585
557,robertsport,6.7533,-11.3686,27.74,85,21,4.73,LR,1712253585
558,weno,7.4515,151.8468,28.14,77,99,9.72,FM,1712253586
559,klaksvik,62.2266,-6.589,3.51,69,100,10.84,FO,1712253586
560,ishigaki,24.3448,124.1572,24.07,100,75,2.06,JP,1712253586
561,punta cardon,11.6581,-70.215,29.61,69,73,11.03,VE,1712253586
562,pauini,-7.7136,-66.9764,30.22,76,81,0.96,BR,1712253586
563,pacific grove,36.6177,-121.9166,8.57,87,100,0.89,US,1712253544
564,el bauga,18.262,33.9081,32.11,18,50,4.81,SD,1712253586
565,kambove,-10.8764,26.5969,18.08,95,43,1.19,CD,1712253586
566,bay harbor,30.1471,-85.6146,21.23,46,20,8.23,US,1712253587
567,cacu,-18.5567,-51.1308,29.99,62,35,1.66,BR,1712253587
568,ust'-ilimsk,58.0006,102.6619,-7.1,81,97,4.02,RU,1712253587
569,knyazhichi,50.4627,30.7837,8.27,72,75,2.31,UA,1712253587
570,agadez,19.75,10.25,32.14,7,2,4.11,NE,1712253587
571,havelberg,52.8309,12.0755,12.76,86,100,0.45,DE,1712253587
572,puerto quijarro,-17.7833,-57.7667,33.17,52,51,0.65,BO,1712253587
573,sept-iles,50.2001,-66.3821,4.29,57,100,4.63,CA,1712253329
574,aleksandrov gay,50.147,48.5704,11.26,59,100,3.37,RU,1712253338
575,nagqu,31.5,92.0,-2.65,38,72,3.06,CN,1712253587
576,la ronge,55.1001,-105.2842,1.14,93,100,1.54,CA,1712253587
577,bejaia,36.7559,5.0843,17.6,72,0,2.06,DZ,1712253587
578,vyksa,55.3175,42.1744,5.99,82,99,2.52,RU,1712253588
579,ribeira brava,32.65,-17.0667,22.62,80,14,2.6,PT,1712253588
580,fenoarivo be,-18.4333,46.5667,20.71,78,83,2.05,MG,1712253588
581,santa cruz,-17.8,-63.1667,33.03,55,40,7.72,BO,1712253540
582,luderitz,-26.6481,15.1594,18.49,78,4,8.03,NA,1712253588
583,jwaneng,-24.6004,24.7303,20.78,66,96,3.26,BW,1712253588
584,san fernando de apure,7.8878,-67.4724,38.49,29,36,3.78,VE,1712253588
585,hilo,19.7297,-155.09,22.57,91,72,1.79,US,1712253588
586,anantnag,33.7333,75.15,11.53,52,100,1.14,IN,1712253588
587,zouerate,22.7187,-12.4521,33.94,9,6,3.36,MR,1712253588
588,boyolangu,-8.1181,111.8935,24.61,90,99,0.96,ID,1712253589
589,monterrey,25.6667,-100.3167,25.49,31,0,8.05,MX,1712253543
590,sao miguel do araguaia,-13.275,-50.1628,31.0,63,53,1.67,BR,1712253499
591,tucurui,-3.7661,-49.6725,30.07,70,87,0.85,BR,1712253589
592,blackwater,-23.5833,148.8833,21.0,89,11,2.52,AU,1712253589
593,calbuco,-41.768,-73.1273,13.56,79,74,3.93,CL,1712253589
594,louhans,46.6667,5.1667,17.94,89,100,2.29,FR,1712253589
595,malabar,-33.9667,151.25,19.47,90,100,7.72,AU,1712253589
596,kismayo,-0.3582,42.5454,28.39,77,89,3.1,SO,1712253589
